section;material;question;no;type;option1;option2;option3;option4;option5;option6;option7;explanation;answer1;answer2;answer3;answer4;score1;score2;score3;score4
;;<p>You have a certification authority (CA) named CA1. You create a certificate template named Template1 that has the following configurations:</p><ul><li>Minimum key size: 2048</li><li>Cryptographic provider: Microsoft Strong Cryptographic Provider</li><li>Compatibility Settings-Certification Authority: Windows server 2012 R2</li><li>Compatibility Settings-Certificate recipient: Windows 8.1 /Windows Server 2012 R2</li></ul><p>You plan to configure Template1 to require that computers requesting certificates based on Template1 must have a TPM-protected private key. </p><p>You need to modify Template1 to ensure that you can configure the Key Attestation settings. </p><p>What should you change?</p>;;;Compatibility Settings – Certification Authority to Windows Server 2016 ;Compatibility Settings – Certificate recipient to Windows 10/Windows Server 2016 ;Cryptographic provider to Microsoft Platform Crypto Provider;Minimum key size to 4096 ;;;;<a href='https://docs.microsoft.com/en-us/windows-server/identity/ad-ds/manage/component-updates/tpm-key-attestation'>Link</a>;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain. All servers run Windows Server 2016. All client computers run Windows 10 Enterprise.</p><p>You deploy an enterprise certification authority (CA).</p><p>You are implementing an online responder.</p><p>You need to ensure that any clients that are issued certificated by the CA will use the online responder.</p><p>How should you configure the extension settings of the CA?</p>;;;Configure the CRL Distribution Point extension by adding a location that has the Publish CRLs to this location check box and the Publish Delta CRLs to this location check box selected.;Configure the Authority Information Access (AIA) extension by adding a location that has the Include in the AIA extension of issued certificates check box selected.;Configure the Authority Information Access (AIA) extension by adding a location that has the Include in the online certificate status protocol (OCSP) extension check box selected.;Configure the CRL Distribution Point extension by adding a location that has the Include in the CDP extension of issued certificates check box selected.;;;;<a href='https://www.poweradmin.com/blog/deploying-active-directory-certificate-services-and-online-responder/'>Link</a>;C;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com.</p><p>You have an Active Directory Federation Services (AD FS) farm. The farm contains a server named Server1 that runs Windows Server 2012 R2.</p><p>You add a server named Server2 to the farm. Server2 runs Windows Server 2016.</p><p>You remove Server1 from the farm.</p><p>You need to ensure that you can use role separation to manage the farm.</p><p>Which cmdlet should you run?</p>;;;Set-AdfsFarmInformation;Update-AdfsRelyingPartyTrust;Set-AdfsProperties;Invoke-AdfsFarmBehaviorLevelRaise;;;;;D;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com. The forest contains a member server named Server1 that runs Windows Server 2016. Server1 is located in the perimeter network.</p><p>You install the Active Directory Federation Services server role on Server1. You create an Active Directory Federation Services (AD FS) farm by using a certificate that has a subject name of sts.contoso.com.</p><p>You need to enable certificate authentication from the Internet on Server1.</p><p>Which two inbound TCP ports should you open on the firewall? Each correct answer presents part of the solution.</p>;;multiple choice;389;443;3389;8531;49443;;;;BE;;;;1.0;1.0;;
;;<p>You have a server named Server1 that runs Windows Server 2016.</p><p>You need to configure Server1 as a Web Application Proxy.</p><p>Which server role or role service should you install on Server1?</p>;;;Remote Access;Active Directory Federation Services;Web Server (IIS);DirectAccess and VPN (RAS);Network Policy and Access Services;;;;A;;;;1.0;;;
;;<p>You are configuring AD FS. Which server should you deploy on your organization's perimeter network?</p>;;;Web application proxy;Relying-party server;Federation server;Claims-provider server;;;;;A;;;;1.0;;;
;;<p>You have an Active Directory Rights Management Services (AD RMS) server named RMS1. Multiple documents are protected by using RMS1.</p><p>RMS1 fails and cannot be recovered. You install the AD RMS server role on a new server named RMS2. You restore the AD RMS database from RMS1 to RMS2.</p><p>Users report that they fail to open the protected documents and to protect new documents.</p><p>You need to ensure that the users can access the protected content.</p><p>What should you do?</p>;;;From Active Directory Rights Management, update the Service Connection Point (SCP) for RMS1.;From DNS, create an alias (CNAME) record for RMS2.;From DNS, modify the service location (SRV) record for RMS1.;From RMS2, register a service principal name (SPN) in Active Directory.;;;;;D;;;;1.0;;;
;;<p>You have a server named Web1 that runs Windows Server 2016.</p><p>You need to list all the SSL certificates on Web1 that will expire during the next 60 days. Solution: You run the following command.</p><p>Get-ChildItem Cert:\LocalMachine\My |? { $_.NotAfter –It (Get-Date).AddDays( 60 ) } Does this meet the goal?</p>;;;Yes;No;;;;;;;A;;;;1.0;;;
;;<p>You network contains an Active Directory domain named contoso.com. The domain contains an Active Directory Federation Services (AD FS) server named ADFS1, a Web Application Proxy server named WAP1, and a web server named Web1.</p><p>You need to publish a website on Web1 by using the Web Application Proxy. Users will authenticate by using OAuth2 preauthentication.</p><p>What should you do first?</p>;;;On Web1, add site bindings.;On Web1, add handler mappings.;On ADFS1, enable an endpoint.;On ADFS1, add a claims provider trust.;;;;;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain. The domain contains an Active Directory Rights Management Services (AD RMS) cluster and a certification authority (CA).</p><p>You need to ensure that all the documents that are protected by using AD RMS can be decrypted if the account used to encrypt the documents is deleted.</p><p>What should you do?</p>;;;Configure super users in the AD RMS deployment.;Manually configure the AD RMS cluster key password.;Back up the AD-RMS-protected files by using Windows Server Backup.;Configure key archival on the CA.;;;;;A;;;;1.0;;;
;;<p>You have an internal web server that hosts websites. The websites use HTTP and HTTPS.</p><p>You deploy a Web Application Proxy to your perimeter network.</p><p>You need to ensure that users from the Internet can access the websites by using HTTPS only. Internet access to the websites must use the Web Application Proxy.</p><p>Which two actions should you perform? Each correct answer presents part of the solution.</p><p>NOTE: Each correct selection is worth one point.</p>;;multiple choice;From the web server, enable HTTP Redirect on the Web Application Proxy server.;Configure the Web Application Proxy to perform preauthentication by using Oauth2.;From the Remote Access Management Console, publish the websites. Configure pass-through authentication and select Enable HTTP to HTTPS redirection.;On external DNS name servers, create DNS entries that point to the private IP address of the web server.;On external DNS name servers, create DNS entries that point to the public IP address of the Web Application Proxy. ;;;;CE;;;;1.0;1.0;;
;;<p>Your network contains an Active Directory domain named contoso.com.</p><p>You plan to deploy a new Active Directory Rights Management Services (AD RMS) cluster on a server named Server1.</p><p>You need to create the AD RMS service account. The solution must use the principle of least privilege.</p><p>What should you do?</p>;;;Create a local user account on Server1 and add the account to the Administrators group on Server1.;Create a domain user account and add the account to the Administrators group on Server1.;Create a domain user account and add the account to the Domain Users group in the domain.;Create a domain user account and add the account to the Account Operators group in the domain.;;;;;C;;;;1.0;;;
;;<p>You use Application Request Routing (ARR) to make internal web applications available to the Internet by using NTLM authentication.</p><p>You need to replace ARR by using the Web Application Proxy.</p><p>Which server role should you deploy first?</p>;;;Active Directory Certificate Services;Active Directory Federation Services;Active Directory Lightweight Directory Services;Active Directory Rights Management Services;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com. All domain controllers run Windows Server 2012 R2.</p><p>You deploy a new server named Server1 that runs Windows Server 2016.</p><p>A server administrator named ServerAdmin01 is a member of the Doman users group. You add ServerAdmin01 to the Administrators group on Server1.</p><p>ServerAdmin01 signs in to Server1 and successfully configures a new Active Directory Rights Management Services (AD RMS) cluster.</p><p>You need to ensure that clients discover the AD RMS cluster by querying Active Directory.</p><p>What should you do?</p>;;;Update the Active Directory schema.;Register a Service Connection Point (SCP).;Modify the Security settings of the computer account of Server1.;Upgrade one domain controller to Windows Server 2016.;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com. The domain contains an Active Directory Federation Services (AD FS) server named Server1.</p><p>On a standalone server named Server2, you install and configure the Web Application Proxy.</p><p>You have an internal web application named WebApp1. AD FS has a relying party trust for WebApp1.</p><p>You need to provide external users with access to WebApp1. Authentication to WebApp1 must use AD FS preauthentication.</p><p>Which tool should you use to publish WebApp1?</p>;;;Remote Access Management on Server2;Remote Access Management on Server1;AD FS Management on Server2;AD FS Management on Server1;Routing and Remote Access on Server1;;;<p>To publish a claims-based application</p><p>On the Web Application Proxy server, in the Remote Access Management console, in the Navigation pane, click Web Application Proxy, and then in the Tasks pane, click Publish.</p><p>On the Publish New Application Wizard, on the Welcome page, click Next.</p><p>On the Preauthentication page, click Active Directory Federation Services (AD FS), and then click Next.</p><p>On the Supported Clients page, select Web and MSOFBA, and then click Next.</p><p>On the Relying Party page, in the list of relying parties select the relying party for the application that you want to publish, and then click Next.</p><p>On the Publishing Settings page, do the following, and then click Next:</p><p>In the Name box, enter a friendly name for the application.</p><p>This name is used only in the list of published applications in the Remote Access Management console.</p><p>In the external URL box enter the external URL for this application</p><p>for example: https://sp.contoso.com/app1/.</p><a href='https://docs.microsoft.com/en-us/windows-server/remote/remote-access/web-application-proxy/publishing-applications-using-ad-fs-preauthentication'>;A;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named adatum.com.</p><p>A partner organization has an Active Directory forest named contoso.com.</p><p>Adatum.com contains an Active Directory Rights Management (AD RMS) cluster installed on a server named adat1.adatum.com.</p><p>Contoso.com contains an Active Directory Rights Management Services (AD RMS) cluster installed on a server named cont1.contoso.com.</p><p>You need to allow the AD RMS cluster in adatum.com to accept rights account certificates (RACs) from contoso.com.</p><p>What should you do?</p>;;;In contoso.com, import the trusted user domain file from adat1.adatum.com;In adatum.com, import the trusted publishing domain file from adat1.adatum.com;In contoso.com, import the trusted publishing domain file from cont1.contoso.com;In adatum.com, import the trusted user domain file from cont1.contoso.com;;;;<a href='https://winintro.ru/rms_help.en/html/59c802d0-3982-432c-b06f-3e148dca0166.htm'>Link</a>;D;;;;1.0;;;
;;<p>You have a server named Web1 that runs Windows Server 2016.</p><p>You need to list all the SSL certificates on Web1 that will expire during the next 60 days.</p><p>Solution: You run the following command.</p><p>Get-ChildItem Cert:\CurrentUser\Trust |? { $_.NotAfter –It (Get-Date).AddDays( 60 ) } Does this meet the goal?</p>;;;Yes;No;;;;;;;B;;;;1.0;;;
;;<p>You have a server named Web1 that runs Windows Server 2016.</p><p>You need to list all the SSL certificates on Web1 that will expire during the next 60 days.</p><p>Solution: You run the following command.</p><p>Get-ChildItem Cert:\CurrentUser\My |? { $_.NotAfter –It (Get-Date).AddDays( 60 ) } Does this meet the goal?</p>;;;Yes;No;;;;;;;B;;;;1.0;;;
;;<p>You have a server named Server1 that has the Active Directory Federation Services server role installed. </p><p>You need to configure Server1 as the authorization server. Server1 will be used to authorize access to a web API from a web application. The web application will use OAuth 2.0 and OpenID Connect to access the web API as the authenticated user. The solution must minimize administrative effort. </p><p>What should you do first?</p>;;;Run New-AdfsApplicationGroup ;Add a web API application  ;Run Add-AdfsNativeClientApplication ;Run Add-AdfsWebApiApplication ;;;;<a href='https://docs.microsoft.com/en-us/powershell/module/adfs/add-adfswebapiapplication?view=win10-ps'>Link</a>;D;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain. The domain contains the servers shown in the following table. </p><img src='https://start.opensourceexams.org/exams/70-742/images/image22.jpg' style='max-width: 100%;'><p>You have a server named WebServer2 in a workgroup. WebServer2 has the Web Server (IIS) server role installed. You plan to deploy a Web Application Proxy to provide preauthentication for HTTP Basic application publishing to allow users to connect to mailboxes by using Exchange ActiveSync. </p><p>You need to install the Web Application Proxy role service. The solution must minimize the attack surface. </p><p>On which server should you install the role service?</p>";;;WebServer2 ;WebServer1;ADFS1;ADFS2;;;;<a href='https://www.techsupportpk.com/2016/12/deploy-web-application-proxy-windows-server-2016.html'>Link</a><a href='https://docs.microsoft.com/en-us/sharepoint/hybrid/configure-web-application-proxy-for-a-hybrid-environment'>Link</a><a href='https://docs.microsoft.com/en-us/windows-server/storage/work-folders/deploy-work-folders-adfs-step4'>Link</a>;A;;;;1.0;;;
;;<p>Your company uses Active Directory Rights Management Services (AD RMS). </p><p>You need to ensure that only users who use AD RMS client version 2.1 or newer can obtain a rights account certificate from the AD RMS cluster. </p><p>What should you enable first?</p>;;;decommissioning;user exclusion;lockbox exclusion;Application Exclusion;;;;<a href='https://forsenergy.com/en-us/rms_help/html/9a944ab7-f0d9-4224-97c6-b2543f537827.htm'>Link</a>;C;;;;1.0;;;
;;<p>You network contains an Active Directory forest named contoso.com. The forest contains an Active Directory Rights Management Services (AD RMS) deployment.</p><p>Your company establishes a partnership with another company named Fabrikam, Inc. The network of Fabrikam contains an Active Directory forest named fabrikam.com and an AD RMS deployment.</p><p>You need to ensure that the users in contoso.com can access rights protected documents sent by the users in fabrikam.com.</p><p>Solution: From AD RMS in contoso.com, you configure fabrikam.com as a trusted publisher domain.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;<p>By default, an AD RMS Licensing Server can issue use licenses for only content where it originally issued the publishing license. In some situations, this may not be acceptable. In order to specify a cluster that is allowed to issue use licenses for content protected by a different cluster, the first cluster must be defined as a trusted publishing domain. If content was published by another certification cluster either in your organization, for example, a subsidiary organization in another forest, or in a separate organization, your AD RMS cluster can grant use licenses to users for this content by configuring a Trusted Publishing Domain on your AD RMS cluster. By adding a Trusted Publishing Domain, you set up a trust relationship between your AD RMS cluster and the other certification cluster by importing the Trusted Publishing Certificate of the other cluster. </p>;A;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com. The forest contains a member server named Server1 that runs Windows Server 2016. All domain controllers run Windows Server 2012 R2.</p><p>Contoso.com has the following configuration.</p><p>PS C:\> (Get-ADForest).ForestMode Windows2008R2Forest</p><p>PS C:\> (Get-ADDomain).DomainMode</p><p>Windows2008R2Domain PS C:\></p><p>You plan to deploy an Active Directory Federation Services (AD FS) farm on Server1 and to configure device registration.</p><p>You need to configure Active Directory to support the planned deployment.</p><p>Solution: You run adprep.exe from the Windows Server 2016 installation media.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;<p>Device Registration requires Windows Server 2012 R2 forest schema. We can run adprep.exe to upgrade the schema.</p><a href='https://docs.microsoft.com/en-us/windows-server/identity/ad-fs/deployment/configure-a-federation-server-with-device-registration-service'>Link</a><a href='https://docs.microsoft.com/en-us/windows-server/identity/ad-ds/deploy/upgrade-domain-controllers-to-windows-server-2012-r2-and-windows-server-2012'>Link</a>;A;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com. The forest contains a member server named Server1 that runs Windows Server 2016. All domain controllers run Windows Server 2012 R2.</p><p>Contoso.com has the following configuration.</p><p>PS C:\> (Get-ADForest).ForestMode Windows2008R2Forest</p><p>PS C:\> (Get-ADDomain).DomainMode</p><p>Windows2008R2Domain PS C:\></p><p>You plan to deploy an Active Directory Federation Services (AD FS) farm on Server1 and to configure device registration.</p><p>You need to configure Active Directory to support the planned deployment.</p><p>Solution: You upgrade a domain controller to Windows Server 2016.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;<p>Device Registration requires Windows Server 2012 R2 forest schema. Upgrading a domain controller will run adprep.exe to upgrade the schema as part of the upgrade process.</p><a href='https://docs.microsoft.com/en-us/windows-server/identity/ad-fs/deployment/configure-a-federation-server-with-device-registration-service'>Link</a><a href='https://docs.microsoft.com/en-us/windows-server/identity/ad-ds/deploy/upgrade-domain-controllers-to-windows-server-2012-r2-and-windows-server-2012'>Link</a>;A;;;;1.0;;;
;;<p>Your network contains an Active Directory forest named contoso.com. The forest contains a member server named Server1 that runs Windows Server 2016. All domain controllers run Windows Server 2012 R2.</p><p>Contoso.com has the following configuration.</p><p>PS C:\> (Get-ADForest).ForestMode Windows2008R2Forest</p><p>PS C:\> (Get-ADDomain).DomainMode</p><p>Windows2008R2Domain PS C:\></p><p>You plan to deploy an Active Directory Federation Services (AD FS) farm on Server1 and to configure device registration.</p><p>You need to configure Active Directory to support the planned deployment.</p><p>Solution: You raise the domain functional level to Windows Server 2012 R2.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;<p>Device Registration requires Windows Server 2012 R2 forest schema (not just domain schema).</p><a href='https://docs.microsoft.com/en-us/windows-server/identity/ad-fs/deployment/configure-a-federation-server-with-device-registration-service'>Link</a>;B;;;;1.0;;;
